"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030258","BP","GO:0030258","lipid modification","30/1647","192/18870",0.00126138032430785,0.020647359477084,0.0165439492067322,"SOX9/TWIST1/PLPP4/APPL2/B4GALNT2/ACADS/GBA2/ETFDH/MTM1/CPT2/FMO4/PLPP1/INPP5A/ADIPOQ/SCP2/ACADVL/CPT1A/EPHX2/DGKA/ABCD3/MBOAT1/PHYH/ACADM/EHHADH/ST3GAL4/SGPP1/FABP1/ECI2/SGPP2/CYP3A5",30
"GO:0002688","BP","GO:0002688","regulation of leukocyte chemotaxis","22/1647","126/18870",0.00127309557668275,0.020647359477084,0.0165439492067322,"MIF/ANO6/PGF/WNT5A/CXCL8/NOD2/CALR/CXCL10/TNFAIP6/IL6/GREM1/MMP28/EDN3/IL6R/VEGFD/F2RL1/MCU/MTUS1/S100A14/DUSP1/CCL19/CXCL13",22
"GO:0003014","BP","GO:0003014","renal system process","22/1647","126/18870",0.00127309557668275,0.020647359477084,0.0165439492067322,"WFS1/PKN1/EDNRA/AGT/STC1/ADGRF5/SULF1/BMP4/ABCG2/SCNN1B/SGK1/F2RL1/HSD11B2/NHERF1/ADIPOQ/CYP4F12/PRKACB/AMN/PCSK5/JCHAIN/AKR1C3/IGHA1",22
"GO:0006575","BP","GO:0006575","cellular modified amino acid metabolic process","22/1647","126/18870",0.00127309557668275,0.020647359477084,0.0165439492067322,"ATIC/MTR/SHMT2/PLOD3/MTHFD1/SLC25A32/PTDSS1/MTHFD2/ALDH4A1/CTSK/CKMT2/CPT2/SULT1B1/PLA2G10/SLC22A4/CPT1A/LPCAT4/MBOAT1/CKMT1B/CKB/ACADM/SLC6A8",22
"GO:2000027","BP","GO:2000027","regulation of animal organ morphogenesis","22/1647","126/18870",0.00127309557668275,0.020647359477084,0.0165439492067322,"SOX9/CTHRC1/SAPCD2/WNT2/AGT/WNT5A/MSX1/ZNRF3/CELSR3/SULF1/APCDD1/ROBO1/BMP4/BMP7/FZD3/DACT1/GREM1/BMP2/LGR4/CITED2/PRKCB/CTNNB1",22
"GO:0050679","BP","GO:0050679","positive regulation of epithelial cell proliferation","33/1647","218/18870",0.00129064987925588,0.0208743951545765,0.0167258643189634,"CDH3/NME1/NME2/LAMC1/SOX9/CCND1/MYC/CLDN1/WNT2/PGF/ECM1/WNT5A/LAMB1/NOD2/TWIST1/PROX1/BMP4/JCAD/MMP12/ODAM/REG3A/IGF2/BMP5/VEGFD/POLD4/VIP/SCG2/HMOX1/FGFR2/FGFBP1/NEAT1/IGF1/CTNNB1",33
"GO:0071214","BP","GO:0071214","cellular response to abiotic stimulus","46/1647","334/18870",0.00132694413835155,0.0213005872325687,0.0170673559318953,"TIMP1/LRRC8E/SOX9/COL1A1/NMT1/MYC/H2AC25/BLM/PCNA/AURKB/ECT2/ATR/BRCA2/CHEK1/BARD1/ITGA2/H2AX/BRCA1/NFAT5/MMP1/RAD51AP1/ZFP36L1/MMP3/CALR/MMP9/CDC25A/PBK/MME/CCND2/SLC4A11/SCNN1B/CHP1/GNA11/CASP5/PTGER4/TLR3/SMPD1/CDKN1A/OPN3/PCK1/ITGB6/NMT2/CASP1/TP53INP1/FAS/SCNN1A",46
"GO:0104004","BP","GO:0104004","cellular response to environmental stimulus","46/1647","334/18870",0.00132694413835155,0.0213005872325687,0.0170673559318953,"TIMP1/LRRC8E/SOX9/COL1A1/NMT1/MYC/H2AC25/BLM/PCNA/AURKB/ECT2/ATR/BRCA2/CHEK1/BARD1/ITGA2/H2AX/BRCA1/NFAT5/MMP1/RAD51AP1/ZFP36L1/MMP3/CALR/MMP9/CDC25A/PBK/MME/CCND2/SLC4A11/SCNN1B/CHP1/GNA11/CASP5/PTGER4/TLR3/SMPD1/CDKN1A/OPN3/PCK1/ITGB6/NMT2/CASP1/TP53INP1/FAS/SCNN1A",46
"GO:0008643","BP","GO:0008643","carbohydrate transport","26/1647","159/18870",0.00132788535634818,0.0213005872325687,0.0170673559318953,"PEA15/MFSD12/EDNRA/GRB10/TRIB3/SLC35D3/APPL2/AQP11/SLC23A1/PLS1/SLC35D1/C1QTNF12/SORT1/FFAR4/ADIPOQ/OPN3/SLC17A5/EZR/SLC35A3/MFSD4A/OCLN/PID1/HK2/ITLN1/PRKCB/IGF1",26
"GO:0002067","BP","GO:0002067","glandular epithelial cell differentiation","15/1647","73/18870",0.00138931889661689,0.0222253167357977,0.0178083067517019,"SOX9/FASN/WDR77/WNT5A/PROX1/BMP4/BMP5/KLF4/CLCN2/BMP2/RARA/NR5A2/FGFR2/INSM1/CTNNB1",15
"GO:0031570","BP","GO:0031570","DNA integrity checkpoint signaling","23/1647","135/18870",0.00140626532111616,0.0224352817942201,0.0179765438217052,"PRPF19/CCND1/TTI1/DTL/BLM/CDK1/TIMELESS/DONSON/CDC45/PLK1/PRKDC/ATR/BRCA2/CHEK1/BARD1/MRE11/H2AX/BRCA1/CDT1/TIPIN/CDC6/CDKN1A/MUC1",23
"GO:0001892","BP","GO:0001892","embryonic placenta development","17/1647","88/18870",0.00141845266724301,0.0225683891853217,0.0180831977461389,"CEBPB/TRIM28/WNT2/STK3/ASCL2/ZFP36L1/E2F7/LIF/BMP7/IGF2/BMP5/PLCD3/EGLN1/CITED2/KRT19/FGFR2/KRT8",17
"GO:0043588","BP","GO:0043588","skin development","44/1647","317/18870",0.0014274407680292,0.0226500128354039,0.0181485996936629,"FOXQ1/CDH3/NME2/ETV4/SOX9/MET/COL1A1/CLDN1/KRT80/EVPL/COL5A2/COL1A2/WNT5A/ITGA2/COL5A1/LAMA5/ZFP36L1/EZH2/LGR5/APCDD1/COL3A1/FOXC1/MSX2/COMP/EDAR/FZD3/REG3A/KLF4/PLA2G10/SPINK5/LGR4/CDKN1A/OPN3/ITGB6/IRF6/HPSE/FGFR2/IL18/SGPP1/EXPH5/AKR1C3/TXNIP/SOSTDC1/CTNNB1",44
"GO:0009161","BP","GO:0009161","ribonucleoside monophosphate metabolic process","13/1647","59/18870",0.00145647477970176,0.023048418953178,0.0184678274662708,"AMPD2/ATIC/PAICS/GMPS/PRPS1/PPAT/PFAS/ADA/XDH/AMPD1/RFK/CDA/UPP1",13
"GO:0016137","BP","GO:0016137","glycoside metabolic process","7/1647","21/18870",0.00147965504439507,0.0231897275068,0.018581052672438,"GLA/GBA2/GBA3/FUCA1/AKR1B10/AKR1C2/AKR1C3",7
"GO:0051383","BP","GO:0051383","kinetochore organization","7/1647","21/18870",0.00147965504439507,0.0231897275068,0.018581052672438,"CENPA/NUF2/CENPW/DLGAP5/KNTC1/NDC80/CENPE",7
"GO:0044848","BP","GO:0044848","biological phase","5/1647","11/18870",0.00148515372893149,0.0231897275068,0.018581052672438,"CDH3/WNT5A/MSX2/SPINK5/CTNNB1",5
"GO:0060601","BP","GO:0060601","lateral sprouting from an epithelium","5/1647","11/18870",0.00148515372893149,0.0231897275068,0.018581052672438,"WNT5A/SULF1/BMP4/BMP7/FGFR2",5
"GO:0072697","BP","GO:0072697","protein localization to cell cortex","5/1647","11/18870",0.00148515372893149,0.0231897275068,0.018581052672438,"SAPCD2/PLK1/GPSM2/EZR/GNAI1",5
"GO:0002720","BP","GO:0002720","positive regulation of cytokine production involved in immune response","16/1647","81/18870",0.00151687661347686,0.0236222350072218,0.0189276045948012,"SLC7A5/CD81/MIF/RIPK2/DDX21/SPON2/WNT5A/NOD2/IL6/CD160/F2RL1/TLR3/CD36/IL18/RSAD2/KIT",16
"GO:0040020","BP","GO:0040020","regulation of meiotic nuclear division","9/1647","33/18870",0.00160930386699991,0.0248864536028923,0.019940575200374,"TRIP13/WNT5A/MSX1/FBXO5/CDC20/RAD51AP1/CALR/LIF/MSX2",9
"GO:1901136","BP","GO:1901136","carbohydrate derivative catabolic process","28/1647","178/18870",0.0016229295088316,0.0248864536028923,0.019940575200374,"GNPDA1/NUDT1/CHI3L1/CD44/GLA/HMMR/ADA/MMP12/PDE10A/ENTPD5/GBA2/GBA3/PDE9A/XDH/FUCA1/PDE4D/GPD1L/PDE8A/LYVE1/SUCLG2/APOBEC3A/MAN1A1/CDA/EDEM3/HPSE/APOBEC3B/UPP1/PNLIPRP2",28
"GO:0046037","BP","GO:0046037","GMP metabolic process","8/1647","27/18870",0.00162335734912389,0.0248864536028923,0.019940575200374,"ATIC/PAICS/GMPS/PPAT/PFAS/ADA/XDH/AMPD1",8
"GO:0051047","BP","GO:0051047","positive regulation of secretion","43/1647","310/18870",0.00162656040156023,0.0248864536028923,0.019940575200374,"MIF/VSNL1/RGCC/PFKM/RAB15/SLC12A2/STXBP1/GRP/INHBB/MYH10/SYBU/KCNN4/CADPS/P2RY1/GCG/CD177/EDN3/P2RX4/GNA11/F2RL1/SYTL4/SCIN/VAMP8/NR1H4/BMP2/PLA2G10/PINK1/C1QTNF12/SRI/MCU/FFAR4/ARF6/VIP/RAB27A/VPS4B/CD2AP/TRPM4/MAP2K6/PRKCB/EXPH5/TNFRSF11A/PPARG/IGF1",43
"GO:0016114","BP","GO:0016114","terpenoid biosynthetic process","6/1647","16/18870",0.00162772920856935,0.0248864536028923,0.019940575200374,"PRMT3/ALDH1A3/RBP1/DHRS9/HMGCS2/AKR1C3",6
"GO:0030033","BP","GO:0030033","microvillus assembly","6/1647","16/18870",0.00162772920856935,0.0248864536028923,0.019940575200374,"PODXL/FSCN1/MYO1A/ATP8B1/NHERF1/EZR",6
"GO:0097152","BP","GO:0097152","mesenchymal cell apoptotic process","6/1647","16/18870",0.00162772920856935,0.0248864536028923,0.019940575200374,"SOX9/EDNRA/MSX1/MSX2/BMP7/HOXA13",6
"GO:0035272","BP","GO:0035272","exocrine system development","11/1647","46/18870",0.00164755351868139,0.0249942808996859,0.0200269731401799,"SOX9/TGM2/POLB/LAMA5/FOXC1/EDAR/BMP7/IGF2/CLCN2/TFCP2L1/FGFR2",11
"GO:0051972","BP","GO:0051972","regulation of telomerase activity","11/1647","46/18870",0.00164755351868139,0.0249942808996859,0.0200269731401799,"ACD/CCT4/DKC1/MYC/NEK2/AURKB/GREM1/PKIB/KLF4/PARM1/CTNNB1",11
"GO:1901976","BP","GO:1901976","regulation of cell cycle checkpoint","11/1647","46/18870",0.00164755351868139,0.0249942808996859,0.0200269731401799,"TTI1/CCNB1/AURKB/BRCA2/BARD1/BRCA1/MAD2L1/CDCA8/NDC80/PROX1/DUSP1",11
"GO:0010972","BP","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","14/1647","67/18870",0.00167353390733407,0.0253229834277277,0.0202903500593488,"DTL/NABP2/BLM/CDK1/DONSON/AURKB/PLK1/CHEK1/BARD1/MRE11/BRCA1/CDC6/CDKN1A/FHL1",14
"GO:2001235","BP","GO:2001235","positive regulation of apoptotic signaling pathway","24/1647","145/18870",0.00168530006718844,0.0254354670808826,0.0203804789616158,"EEF1E1/PEA15/MYC/CTSH/PMAIP1/AGT/BOK/WNT5A/STK3/MSX1/INHBB/CTSK/TPD52L1/CTSV/RNF183/TIMP3/RIPK3/ITM2C/NHERF1/TNFSF10/CTSS/MCL1/FAS/SRPX",24
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","63/1647","497/18870",0.00169158993164035,0.0254649345863089,0.0204040901605957,"TIMP1/PATZ1/SOX9/MET/ITGB1BP1/EPHB4/ANLN/CTSH/SPARC/PTP4A3/PKN1/SEMA4D/RGCC/ANGPT2/EDNRA/AGT/AMOTL2/WNT5A/STC1/ITGA2/FAP/LAMA5/SRPX2/S100A2/ADGRA2/NOS3/CALR/TWIST1/ANXA6/ANXA3/ROBO1/PROX1/MMP9/BMP4/CRIPTO/JCAD/SEMA3A/BMP7/PITX2/S100P/GREM1/APPL2/ADTRP/EDN3/P2RX4/CEACAM1/GNA13/KLF4/MACIR/MARVELD3/PTPRR/NHERF1/EPB41L4B/ARF6/ACVR1C/PRR5L/SCG2/HMOX1/FGFBP1/YTHDF3/PPARG/KIT/CXCL13",63
"GO:0044818","BP","GO:0044818","mitotic G2/M transition checkpoint","12/1647","53/18870",0.00171031528239806,0.0255305660023835,0.0204566781351069,"DTL/NABP2/BLM/CDK1/DONSON/PLK1/CHEK1/BARD1/MRE11/BRCA1/CDC6/CDKN1A",12
"GO:0048146","BP","GO:0048146","positive regulation of fibroblast proliferation","12/1647","53/18870",0.00171031528239806,0.0255305660023835,0.0204566781351069,"CDK4/MIF/MYC/CCNB1/WNT2/AGT/WNT5A/CCNA2/LIF/CDC6/CDKN1A/IGF1",12
"GO:0042908","BP","GO:0042908","xenobiotic transport","13/1647","60/18870",0.00171334406488487,0.0255305660023835,0.0204566781351069,"SLC7A5/ABCC1/SLC29A1/CLDN1/SLC22A3/ABCG2/SLC22A5/SLC22A4/ATP8B1/SLC22A18/ABCB1/SLC28A2/NR1I2",13
"GO:0071384","BP","GO:0071384","cellular response to corticosteroid stimulus","13/1647","60/18870",0.00171334406488487,0.0255305660023835,0.0204566781351069,"SMYD3/STC1/ZFP36L1/DDIT4/SCNN1B/SGK1/UGT1A1/PCK1/HMGCS2/NR3C1/SCNN1A/AKR1C3/FBXO32",13
"GO:1901657","BP","GO:1901657","glycosyl compound metabolic process","16/1647","82/18870",0.00173488124126706,0.0257860449809592,0.0206613837900666,"NUDT1/NME4/GLA/ADA/GBA2/GBA3/XDH/FUCA1/PTGDR/AKR1B10/APOBEC3A/CDA/AKR1C2/APOBEC3B/UPP1/AKR1C3",16
"GO:0007127","BP","GO:0007127","meiosis I","22/1647","129/18870",0.00174196301783737,0.0258259214083919,0.020693335265059,"CDC25B/TRIP13/TOP2A/RAD54B/CKS2/EHMT2/PTTG1/CCNB1IP1/AURKA/PLK1/MND1/BRCA2/MSH5/MRE11/CCNE1/CCNB2/P3H4/FBXO5/RAD51AP1/NDC80/TEX11/HSPA2",22
"GO:0008544","BP","GO:0008544","epidermis development","51/1647","385/18870",0.0017787556932583,0.0263049739927442,0.0210771820049618,"FOXQ1/CDH3/NME2/ETV4/SOX9/MET/JAG2/CLDN1/PLOD3/PLOD1/KRT80/EVPL/WNT5A/LAMA5/ZFP36L1/EZH2/SULT2B1/COL7A1/LGR5/APCDD1/SFRP4/FOXC1/MSX2/BMP4/EDAR/FZD3/PITX2/REG3A/KLF4/PLS1/PLA2G10/SPINK5/SLC44A4/NHERF1/EMP1/LGR4/CDKN1A/OPN3/ATOH1/IRF6/HPSE/FGFR2/IL18/SGPP1/EXPH5/AKR1C3/COL17A1/TXNIP/SOSTDC1/SLITRK6/CTNNB1",51
"GO:0048545","BP","GO:0048545","response to steroid hormone","45/1647","330/18870",0.00181573360691802,0.0267843517744113,0.0214612893131886,"COL1A1/SMYD3/IGFBP7/CLDN1/SKP2/PKN1/PCNA/PMEPA1/STC1/BRCA1/ZFP36L1/DDIT4/CALR/ANXA3/FOSL1/LBH/FIBIN/LOX/IL6/IL1RN/SCNN1B/ADTRP/SST/HSD3B2/SGK1/NR3C2/PLPP1/PAQR8/UGT1A1/HSD11B2/ADIPOQ/SH3RF1/CDKN1A/SCGB2A1/PCK1/GHR/BCHE/HMGCS2/NR3C1/SCNN1A/AKR1C3/FOS/TXNIP/FBXO32/KDM5D",45
"GO:0030856","BP","GO:0030856","regulation of epithelial cell differentiation","27/1647","171/18870",0.00184031156750077,0.0270111730319926,0.0216430326188446,"CEBPB/NME2/ETV4/SOX9/CCND1/ZFP36L1/EZH2/S1PR3/SULT2B1/LIF/MMP9/SFRP4/FOXC1/MSX2/BMP4/BMP7/APOLD1/REG3A/TMEM100/CEACAM1/XDH/CDKN2B/BMP2/ATOH1/SGPP1/CD24/CTNNB1",27
"GO:0048660","BP","GO:0048660","regulation of smooth muscle cell proliferation","27/1647","171/18870",0.00184031156750077,0.0270111730319926,0.0216430326188446,"DNMT1/PDGFRB/PRKDC/ITGA2/NOS3/TAFA5/MMP9/IGFBP3/CCN4/ELN/BMP4/IL6/IL6R/GNA13/BMP2/OGN/HPGD/ADIPOQ/VIP/CDKN1A/NDRG2/HMOX1/FGFR2/IL18/PPARG/IGF1/CTNNB1",27
"GO:0007098","BP","GO:0007098","centrosome cycle","23/1647","138/18870",0.00189588941301904,0.0277575230519571,0.0222410546968949,"NAT10/NUP62/CKAP5/CCNF/CETN2/CDK1/AURKA/NEK2/PLK1/BRCA2/CHEK1/BRCA1/SSX2IP/NDC80/KIF11/PCLAF/STIL/CHMP1B/KAT2B/HEPACAM2/VPS4B/SLC16A1/CTNNB1",23
"GO:0007292","BP","GO:0007292","female gamete generation","26/1647","163/18870",0.00191041312518483,0.0278537881955786,0.0223181883201178,"CDC25B/TRIP13/TOP2A/EHMT2/WDR77/AURKA/NCAPH/PLK1/ASPM/EDNRA/BRCA2/CCNB2/FBXO5/TTK/MCM8/NDC80/NOS3/LGR5/FOSL1/INHBB/TNFAIP6/PAQR5/PAQR8/HPGD/IGF1/CTNNB1",26
"GO:0071692","BP","GO:0071692","protein localization to extracellular region","50/1647","377/18870",0.0019119530987597,0.0278537881955786,0.0223181883201178,"RHBDF2/VSNL1/P3H1/LTBP2/PFKM/C1QTNF5/SLC12A2/COPG2/KCNJ8/INHBB/COMP/CPLX1/FAM3B/MYH10/SYBU/KCNN4/IL6/IL1RN/GCG/ADTRP/GNA11/CHGA/F2RL1/SYTL4/NR1H4/C1QTNF12/SRI/MCU/ARF6/CPT1A/ACVR1C/VIP/GNPTAB/CCDC186/SLC16A1/CD2AP/FKBP1B/SCG2/ARFIP1/TRPM4/KRT20/PRKCB/RSAD2/NEO1/FAM3D/PCSK5/EXPH5/PPARG/ADRA2A/IGF1",50
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","34/1647","232/18870",0.00192274075958818,0.0279416113850054,0.0223885577243345,"MIF/MET/ANO6/YTHDF1/PDGFRB/SEMA4D/ANGPT2/PGF/WNT5A/CXCL8/ITGA2/NOD2/ADGRA2/CALR/ROBO1/SEMA3A/CXCL10/TNFAIP6/IL6/GREM1/MMP28/EDN3/IL6R/P2RX4/VEGFD/F2RL1/LPAR1/MCU/SCG2/MTUS1/S100A14/DUSP1/CCL19/CXCL13",34
"GO:0022612","BP","GO:0022612","gland morphogenesis","21/1647","122/18870",0.00194698440624805,0.0282240628372403,0.0226148754035674,"CEBPB/SOX9/TGM2/POLB/WNT5A/LAMA5/SULF1/PROX1/MSX2/TNC/BMP4/EDAR/BMP7/IL6/CEACAM1/NHERF1/FGFR2/NR3C1/NKX2-3/SOSTDC1/HOXA13",21
"GO:0030261","BP","GO:0030261","chromosome condensation","11/1647","47/18870",0.00198407102255334,0.0286908398359868,0.0229888861804275,"CDCA5/NCAPG2/TOP2A/NUSAP1/NCAPD3/CDK1/NCAPD2/NCAPG/NCAPH/PLK1/H1-2",11
"GO:0001832","BP","GO:0001832","blastocyst growth","7/1647","22/18870",0.00200827377896106,0.0287575008689765,0.0230422991480795,"NCAPG2/GINS1/BRCA2/CHEK1/SALL4/ACVR1C/IGF1",7
"GO:0019400","BP","GO:0019400","alditol metabolic process","7/1647","22/18870",0.00200827377896106,0.0287575008689765,0.0230422991480795,"GALK1/SORD/DGAT2/GPD2/MOGAT2/PCK1/GK",7
"GO:0051443","BP","GO:0051443","positive regulation of ubiquitin-protein transferase activity","7/1647","22/18870",0.00200827377896106,0.0287575008689765,0.0230422991480795,"UBE2C/UBE2S/PLK1/TRIB3/CDC20/PINK1/ARRDC4",7
"GO:1902644","BP","GO:1902644","tertiary alcohol metabolic process","7/1647","22/18870",0.00200827377896106,0.0287575008689765,0.0230422991480795,"DKK3/BMP5/BMP2/AKR1B10/HSD11B2/AKR1C2/AKR1C3",7
"GO:0071398","BP","GO:0071398","cellular response to fatty acid","9/1647","34/18870",0.00202147625129167,0.0288060365809063,0.02308118898064,"CDK4/CLDN1/DGAT2/NR1H4/CPT1A/AKR1C2/PID1/HMGCS2/AKR1C3",9
"GO:0090183","BP","GO:0090183","regulation of kidney development","9/1647","34/18870",0.00202147625129167,0.0288060365809063,0.02308118898064,"SOX9/MYC/AGT/EZH2/BMP4/FOXD1/GREM1/ADIPOQ/LGR4",9
"GO:0097006","BP","GO:0097006","regulation of plasma lipoprotein particle levels","17/1647","91/18870",0.00207217671119373,0.0294570205119089,0.0236027978140048,"AGT/DGAT2/PCSK9/LIPG/PLTP/NR1H4/PLA2G10/CIDEB/ABCA5/ADIPOQ/CD36/PRKACB/VLDLR/HMOX1/PCSK5/NCEH1/PLA2G2A",17
"GO:0000470","BP","GO:0000470","maturation of LSU-rRNA","8/1647","28/18870",0.00210094802781931,0.0295795344636143,0.0237009636156115,"NOP2/RPL7L1/NHP2/RSL1D1/BOP1/WDR12/LAS1L/RPF2",8
"GO:0035116","BP","GO:0035116","embryonic hindlimb morphogenesis","8/1647","28/18870",0.00210094802781931,0.0295795344636143,0.0237009636156115,"RPGRIP1L/PITX1/MSX1/CHD7/TWIST1/MSX2/BMP4/CTNNB1",8
"GO:0060512","BP","GO:0060512","prostate gland morphogenesis","8/1647","28/18870",0.00210094802781931,0.0295795344636143,0.0237009636156115,"SOX9/WNT5A/SULF1/TNC/BMP4/BMP7/FGFR2/HOXA13",8
"GO:1903055","BP","GO:1903055","positive regulation of extracellular matrix organization","8/1647","28/18870",0.00210094802781931,0.0295795344636143,0.0237009636156115,"SOX9/MAD2L2/RGCC/PDPN/FSCN1/EMILIN1/IL6/BMP2",8
"GO:0032868","BP","GO:0032868","response to insulin","38/1647","269/18870",0.00212394240439161,0.0298317364980458,0.0239030435790131,"COL1A1/LONP1/PRKDC/GRB10/TRIB3/PKM/ZFP36L1/KCNJ8/GPT2/INHBB/PCSK9/CTSK/RAB31/IGF2/APPL2/GPT/CEACAM1/BCAR3/SOS2/NR1H4/HSD11B2/KAT2B/C1QTNF12/SORT1/ADIPOQ/TNFSF10/ACVR1C/ATP2B1/PCK1/CPEB2/PID1/GHR/PRKCB/HMGCS2/TNFRSF11A/PPARG/OTC/FOS",38
"GO:0062014","BP","GO:0062014","negative regulation of small molecule metabolic process","20/1647","115/18870",0.0021715600305665,0.0304277540321143,0.024380609914839,"SOX9/PRMT3/TRIB3/BRCA1/DKK3/DDIT4/PROX1/H19/UGT1A8/APPL2/BMP5/CEACAM1/FMO4/BMP2/C1QTNF12/ADIPOQ/ACADVL/CDA/PID1/AKR1C3",20
"GO:0072001","BP","GO:0072001","renal system development","44/1647","324/18870",0.00219600087130549,0.0306969550367489,0.0245963105109379,"COL4A1/PODXL/SOX9/MYC/CTSH/WFS1/RPGRIP1L/PDGFRB/ANGPT2/EDNRA/NUP160/AGT/WNT5A/ASXL1/LAMA5/ODC1/SULF1/EZH2/KCNJ8/LGR5/LIF/GLIS2/PROX1/MMP9/PCSK9/FOXC1/BMP4/MME/BMP7/FOXD1/GREM1/IL6R/AQP11/BMP2/HPGD/RARA/ADIPOQ/GCNT3/LGR4/FGFR2/HMGCS2/PCSK5/CD24/CTNNB1",44
"GO:0043410","BP","GO:0043410","positive regulation of MAPK cascade","60/1647","474/18870",0.00222059447084038,0.0309670074544035,0.0248126933121282,"CD81/MIF/RIPK2/CHI3L1/CD44/PDGFRB/WNT5A/STK3/EZH2/NOD2/CAVIN3/UNC5CL/LIF/ROBO1/IGFBP3/BMP4/TPD52L1/CRIPTO/JCAD/SEMA3A/NOX4/EDAR/IL11/IL6/FZD10/IGF2/SLC30A10/P2RY1/GCNT2/CCL23/GCG/EDN3/XDH/F2RL1/NMNAT1/PDE8A/BCAR3/BMP2/TLR3/CCL14/DOK4/LPAR1/XIAP/FFAR4/SH3RF1/CCL15/CD36/GAREM1/MAP2K6/FGFR2/GHR/PELI2/TNFRSF11A/KIT/CD24/ADRA2A/CCL19/IGF1/CTNNB1/PLA2G2A",60
"GO:0050918","BP","GO:0050918","positive chemotaxis","14/1647","69/18870",0.00224360266541258,0.0312137233380029,0.0250103774301043,"MIF/MET/ANGPT2/PGF/WNT5A/CXCL8/ITGA2/BMP4/CXCL10/VEGFD/LGALS3/F2RL1/CCL15/SCG2",14
"GO:0003203","BP","GO:0003203","endocardial cushion morphogenesis","10/1647","41/18870",0.0022621059166609,0.0313461332895136,0.0251164725225392,"SOX9/MSX1/NOS3/TWIST1/ROBO1/MSX2/BMP7/TMEM100/BMP5/BMP2",10
"GO:0048736","BP","GO:0048736","appendage development","28/1647","182/18870",0.0022691375656691,0.0313461332895136,0.0251164725225392,"ACD/SOX9/TULP3/RPGRIP1L/PITX1/WNT5A/MSX1/ZNRF3/CHD7/CIBAR1/SALL4/TWIST1/COL3A1/ATRX/MSX2/COMP/BMP4/BMP7/PITX2/GREM1/KAT2B/RARA/MBNL1/IRF6/FGFR2/PCSK5/CTNNB1/HOXA13",28
"GO:0060173","BP","GO:0060173","limb development","28/1647","182/18870",0.0022691375656691,0.0313461332895136,0.0251164725225392,"ACD/SOX9/TULP3/RPGRIP1L/PITX1/WNT5A/MSX1/ZNRF3/CHD7/CIBAR1/SALL4/TWIST1/COL3A1/ATRX/MSX2/COMP/BMP4/BMP7/PITX2/GREM1/KAT2B/RARA/MBNL1/IRF6/FGFR2/PCSK5/CTNNB1/HOXA13",28
"GO:0046486","BP","GO:0046486","glycerolipid metabolic process","51/1647","390/18870",0.00233928719585163,0.0321997048579748,0.0258004071771669,"AJUBA/SMPD4/PDGFRB/PTDSS1/LPCAT1/DGAT2/PLAAT3/PCSK9/LIPG/PRDX6/PLCD1/CWH43/CIDEC/NAAA/ABHD3/GDPD3/MTM1/GPAT3/BPNT1/ABHD5/NR1H4/APOBR/PLA2G10/LIPH/ITPKA/MOGAT2/SLC22A4/CIDEB/SLC44A4/INPP5A/SOCS6/MGLL/PIGZ/CPT1A/DGKA/CAPN2/IMPA1/ETNK1/LPCAT4/MBOAT1/PIP5K1B/BMX/PCK1/SOCS2/GK/CDS1/NAPEPLD/PGAP4/NKX2-3/PNLIPRP2/PLA2G2A",51
"GO:0032351","BP","GO:0032351","negative regulation of hormone metabolic process","5/1647","12/18870",0.00236383457567486,0.0321997048579748,0.0258004071771669,"PRMT3/DKK3/BMP5/BMP2/AKR1C3",5
"GO:0052646","BP","GO:0052646","alditol phosphate metabolic process","5/1647","12/18870",0.00236383457567486,0.0321997048579748,0.0258004071771669,"GPAT3/GPD1L/GPD2/RFK/GK",5
"GO:0061309","BP","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","5/1647","12/18870",0.00236383457567486,0.0321997048579748,0.0258004071771669,"EDNRA/TWIST1/BMP4/BMP7/PITX2",5
"GO:0090306","BP","GO:0090306","meiotic spindle assembly","5/1647","12/18870",0.00236383457567486,0.0321997048579748,0.0258004071771669,"AURKA/ASPM/CCNB2/FBXO5/NDC80",5
"GO:1904816","BP","GO:1904816","positive regulation of protein localization to chromosome, telomeric region","5/1647","12/18870",0.00236383457567486,0.0321997048579748,0.0258004071771669,"CCT3/CCT4/DKC1/CCT6A/GNL3",5
"GO:0061351","BP","GO:0061351","neural precursor cell proliferation","26/1647","166/18870",0.00247980993324213,0.0337013058288532,0.0270035833130095,"ADGRG1/MELK/KIF14/ZNF503/WNT2/ASPM/SHCBP1/PSMG1/WNT5A/RACGAP1/NAP1L1/VCAN/PROX1/NES/ACSL6/FZD3/FLNA/RASSF10/APPL2/PDE9A/FGFR2/HAPLN1/SLC39A5/TOX/INSM1/CTNNB1",26
